ticker,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AAPL,0.3458,0.3302,0.5334,0.4393,0.4379,0.3222,0.4066,0.3831,0.381,0.3362
PANW,0.4914,0.3249,0.3716,0.3842,0.347,0.3038,0.3429,0.3128,0.3845,0.2369
LOW,0.2746,0.2921,0.2018,0.2697,0.3243,0.6037,0.3783,0.3762,0.5006,0.2946
CB,0.4646,0.4217,0.3789,0.4532,0.803,0.784,0.733,0.7667,0.7195,0.7605
LMT,0.3332,0.3514,0.3156,0.3489,0.2992,0.3252,0.3984,0.3946,0.5388,0.385
ABT,0.469,0.3916,0.5661,0.218,0.2394,0.4153,0.3356,0.3546,0.3633,0.3976
BAC,0.6479,0.6931,0.8221,0.5679,0.4716,0.482,0.5782,0.5072,0.4802,0.5648
BRK-B,0.4961,0.4254,0.4665,0.385,0.3742,0.396,0.4435,0.4445,0.4131,0.415
NFLX,0.1587,0.2249,0.1909,0.3189,0.3697,0.183,0.3583,0.297,0.2979,0.8407
PM,0.2736,0.29,0.259,0.1984,0.1785,0.3512,0.2439,0.1206,0.2704,0.1106
MSFT,0.3795,0.5957,0.4064,0.545,0.378,0.5928,0.4225,0.3916,0.6133,0.4974
CMCSA,0.3292,0.3251,0.4238,0.293,0.5052,0.6182,0.3334,0.6618,0.609,0.7619
GS,0.6877,0.6966,0.6959,0.5328,0.6882,0.6199,0.6185,0.6185,0.7039,0.675
AMZN,0.4557,0.419,0.3386,0.288,0.3271,0.3097,0.4013,0.2834,0.2946,0.3129
AMAT,0.4747,0.4335,0.5618,0.3225,0.5772,0.4859,0.5383,0.2913,0.3494,0.6168
BMY,0.422,0.4378,0.5596,0.5148,0.5067,0.5521,0.3462,0.2745,0.6202,0.6405
KKR,0.3629,0.37,0.4202,0.5781,0.7389,0.4097,0.4153,0.4431,0.6098,0.7943
TJX,0.3777,0.4551,0.2965,0.6737,0.4957,0.4357,0.4219,0.3872,0.3088,0.3069
NOW,0.474,0.3616,0.5671,0.2859,0.6519,0.4524,0.4748,0.3631,0.3822,0.3746
UNH,0.2987,0.3411,0.5124,0.3675,0.2881,0.5013,0.3051,0.6648,0.5099,0.2523
FI,0.344,0.3163,0.3184,0.444,0.468,0.5927,0.3661,0.3398,0.2852,0.3556
V,0.3904,0.3155,0.3326,0.4476,0.3225,0.2829,0.4405,0.3221,0.3402,0.3645
SBUX,0.3047,0.2993,0.2885,0.2923,0.5888,0.4785,0.4336,0.4098,0.4353,0.3535
AMD,0.4789,0.4285,0.3405,0.4516,0.4578,0.3016,0.4738,0.2878,0.4192,0.2846
ISRG,0.1243,0.3335,0.1691,0.1138,0.1275,0.1133,0.367,0.3259,0.3691,0.1643
GOOGL,0.2619,0.2881,0.2547,0.3102,0.3002,0.3278,0.4193,0.3031,0.3073,0.3322
HD,0.5675,0.5306,0.2964,0.3704,0.3184,0.3618,0.4071,0.6068,0.4042,0.5466
VRTX,0.2234,0.2077,0.3055,0.4284,0.1646,0.1421,0.244,0.2131,0.1301,0.1904
SCHW,0.6674,0.5931,0.5868,0.4804,0.6637,0.5107,0.7026,0.466,0.4964,0.3752
BX,0.725,0.3279,0.6436,0.6199,0.6683,0.6987,0.4514,0.4616,0.5595,0.7515
UNP,0.3925,0.3326,0.3307,0.3491,0.5759,0.3698,0.551,0.3807,0.258,0.4639
NEE,0.5024,0.4427,0.4124,0.5962,0.5975,0.7378,0.399,0.4939,0.4784,0.592
GILD,0.4764,0.4235,0.3846,0.6645,0.438,0.3291,0.2491,0.3872,0.5446,0.4836
ANET,0.2075,0.1921,0.2011,0.2253,0.2317,0.493,0.4299,0.3715,0.502,0.3949
