ticker,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AMD,0.455,0.5673,0.3556,0.5378,0.3641,0.5375,0.4018,0.2888,0.3507,0.3516
ISRG,0.392,0.1428,0.1006,0.1169,0.1426,0.1502,0.4466,0.4451,0.2124,0.2906
GOOGL,0.2942,0.3351,0.2659,0.2999,0.2324,0.2553,0.4008,0.6685,0.3587,0.3137
HD,0.5961,0.4032,0.5219,0.4999,0.326,0.3848,0.3816,0.508,0.5468,0.347
VRTX,0.1244,0.2307,0.2371,0.4347,0.3111,0.0896,0.2515,0.1981,0.1446,0.1548
SCHW,0.5468,0.4663,0.5838,0.5105,0.6814,0.4724,0.5294,0.4642,0.4889,0.4645
BX,0.6965,0.5999,0.6504,0.6143,0.5955,0.7803,0.4471,0.479,0.6313,0.6467
UNP,0.3489,0.2777,0.3437,0.3273,0.3101,0.4599,0.4446,0.377,0.3495,0.3727
NEE,0.5832,0.4845,0.4326,0.6032,0.5171,0.5432,0.5146,0.5593,0.3935,0.5043
GILD,0.507,0.353,0.4424,0.3803,0.4371,0.5145,0.2534,0.5947,0.5377,0.5256
ANET,0.2378,0.2114,0.2644,0.2699,0.2135,0.384,0.4176,0.3834,0.3866,0.4375
