ticker,year,IT_similarity,OR_similarity,IT_growth,OR_growth,Revenues,Net Income,Sector,Industry,Marketcap
AAPL,2014,0.5545,0.5834,,,182795000000.0,39510000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2015,0.5569,0.4562,0.004328223624887162,-0.2180322248885842,233715000000.0,53394000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2016,0.4188,0.5119,-0.2479798886694199,0.12209557211749233,215639000000.0,45687000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2017,0.5643,0.4802,0.34742120343839544,-0.06192615745262753,458468000000.0,48351000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2018,0.5187,0.5656,-0.08080808080808077,0.17784256559766765,531190000000.0,59531000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2019,0.5826,0.4055,0.12319259687680728,-0.283062234794908,260174000000.0,55256000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2020,0.5525,0.4356,-0.05166495022313766,0.07422934648581991,274515000000.0,57411000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2021,0.4314,0.3833,-0.2191855203619909,-0.12006427915518825,365817000000.0,94680000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2022,0.4493,0.7005,0.04149281409364858,0.8275502217584139,394328000000.0,99803000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2023,0.5414,0.5601,0.20498553305141343,-0.20042826552462523,383285000000.0,96995000000.0,Technology,Consumer Electronics,3846819807232
ABBV,2014,0.5448,0.4726,,,19960000000.0,1774000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2015,0.5014,0.3932,-0.07966226138032306,-0.16800677105374529,22859000000.0,5144000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2016,0.4795,0.5316,-0.04367770243318703,0.35198372329603256,51276000000.0,5953000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2017,0.4666,0.3367,-0.0269030239833159,-0.36662904439428134,56432000000.0,5309000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2018,0.3639,0.5572,-0.22010287183883415,0.654885654885655,65506000000.0,11374000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2019,0.4943,0.3184,0.35834020335256933,-0.4285714285714286,66532000000.0,15764000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2020,0.3555,0.3381,-0.2808011329152337,0.06187185929648242,91608000000.0,9238000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2021,0.2904,0.3747,-0.18312236286919825,0.108251996450754,112394000000.0,23091000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2022,0.1929,0.3651,-0.33574380165289264,-0.02562049639711772,116108000000.0,23681000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2023,0.4613,0.3658,1.3913945049248317,0.0019172829361819854,108636000000.0,9736000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABT,2014,0.5802,0.3298,,,20247000000.0,2284000000.0,Healthcare,Medical Devices,198127370240
ABT,2015,0.4673,0.3532,-0.194588073078249,0.07095209217707721,20405000000.0,8846000000.0,Healthcare,Medical Devices,198127370240
ABT,2016,0.5045,0.4981,0.0796062486625293,0.4102491506228765,20853000000.0,2800000000.0,Healthcare,Medical Devices,198127370240
ABT,2017,0.4262,0.4982,-0.1552031714568879,0.0002007628990161603,27390000000.0,954000000.0,Healthcare,Medical Devices,198127370240
ABT,2018,0.4014,0.6374,-0.05818864382918831,0.2794058610999599,30578000000.0,4736000000.0,Healthcare,Medical Devices,198127370240
ABT,2019,0.4845,0.2897,0.20702541106128547,-0.545497332914967,31904000000.0,7374000000.0,Healthcare,Medical Devices,198127370240
ABT,2020,0.5849,0.5404,0.2072239422084623,0.8653779772178114,34608000000.0,8990000000.0,Healthcare,Medical Devices,198127370240
ABT,2021,0.339,0.34,-0.4204137459394768,-0.3708364174685418,43075000000.0,14142000000.0,Healthcare,Medical Devices,198127370240
ABT,2022,0.3556,0.6326,0.04896755162241884,0.8605882352941177,43653000000.0,6933000000.0,Healthcare,Medical Devices,198127370240
ABT,2023,0.5239,0.4058,0.4732845894263218,-0.3585203920328802,40109000000.0,5723000000.0,Healthcare,Medical Devices,198127370240
ACN,2014,0.5723,0.6261,,,31874678000.0,2941498000.0,Technology,Information Technology Services,229157109760
ACN,2015,0.6748,0.4799,0.17910186964878538,-0.23350902411755314,32914424000.0,3053581000.0,Technology,Information Technology Services,229157109760
ACN,2016,0.5708,0.5665,-0.15411973918197985,0.18045426130443842,34797661000.0,4111892000.0,Technology,Information Technology Services,229157109760
ACN,2017,0.6054,0.6086,0.06061667834618101,0.07431597528684919,36176841000.0,3445149000.0,Technology,Information Technology Services,229157109760
ACN,2018,0.584,0.5245,-0.03534852989758852,-0.1381860006572463,40992534000.0,4059907000.0,Technology,Information Technology Services,229157109760
ACN,2019,0.7506,0.4299,0.2852739726027398,-0.1803622497616777,43215013000.0,4779112000.0,Technology,Information Technology Services,229157109760
ACN,2020,0.5745,0.4706,-0.23461231015187856,0.09467317980925793,44327039000.0,5107839000.0,Technology,Information Technology Services,229157109760
ACN,2021,0.5025,0.3871,-0.12532637075718023,-0.17743306417339566,50533389000.0,5906809000.0,Technology,Information Technology Services,229157109760
ACN,2022,0.5464,0.6163,0.08736318407960209,0.592095065874451,61594305000.0,6877169000.0,Technology,Information Technology Services,229157109760
ACN,2023,0.5824,0.5743,0.06588579795021965,-0.06814862891448958,64111745000.0,6871557000.0,Technology,Information Technology Services,229157109760
ADBE,2014,0.6644,0.5225,,,4147065000.0,268395000.0,Technology,Software - Infrastructure,196844240896
ADBE,2015,0.5827,0.44,-0.12296809151113786,-0.1578947368421052,4795511000.0,629551000.0,Technology,Software - Infrastructure,196844240896
ADBE,2016,0.563,0.4647,-0.03380813454607867,0.05613636363636365,5854430000.0,1168782000.0,Technology,Software - Infrastructure,196844240896
ADBE,2017,0.635,0.431,0.12788632326820615,-0.0725199053152572,7301505000.0,1693954000.0,Technology,Software - Infrastructure,196844240896
ADBE,2018,0.4612,0.7336,-0.2737007874015748,0.7020881670533643,9030000000.0,2591000000.0,Technology,Software - Infrastructure,196844240896
ADBE,2019,0.6403,0.3324,0.3883347788378144,-0.5468920392584515,11171000000.0,2951000000.0,Technology,Software - Infrastructure,196844240896
ADBE,2020,0.5964,0.4412,-0.06856161174449471,0.32731648616125164,12868000000.0,5260000000.0,Technology,Software - Infrastructure,196844240896
ADBE,2021,0.3804,0.3709,-0.3621730382293763,-0.15933816863100625,15785000000.0,4822000000.0,Technology,Software - Infrastructure,196844240896
ADBE,2022,0.4624,0.5726,0.21556256572029442,0.5438123483418711,17606000000.0,4756000000.0,Technology,Software - Infrastructure,196844240896
ADBE,2023,0.4774,0.4059,0.03243944636678209,-0.2911281872162068,19409000000.0,5428000000.0,Technology,Software - Infrastructure,196844240896
ADI,2014,0.5434,0.4112,,,2864773000.0,629320000.0,Technology,Semiconductors,105105776640
ADI,2015,0.5942,0.4498,0.09348546190651441,0.09387159533073919,3435092000.0,696878000.0,Technology,Semiconductors,105105776640
ADI,2016,0.5888,0.4165,-0.009087849209020504,-0.07403290351267233,3421409000.0,861664000.0,Technology,Semiconductors,105105776640
ADI,2017,0.5831,0.4142,-0.009680706521739246,-0.00552220888355337,10353857000.0,805379000.0,Technology,Semiconductors,105105776640
ADI,2018,0.3615,0.4407,-0.38003772937746527,0.06397875422501209,12425631000.0,1506980000.0,Technology,Semiconductors,105105776640
ADI,2019,0.626,0.4174,0.731673582295989,-0.05287043340140685,5991065000.0,1363011000.0,Technology,Semiconductors,105105776640
ADI,2020,0.6111,0.4238,-0.02380191693290734,0.015333013895543868,5603056000.0,1220761000.0,Technology,Semiconductors,105105776640
ADI,2021,0.4231,0.4911,-0.3076419571264932,0.1588013213780084,7318286000.0,1390422000.0,Technology,Semiconductors,105105776640
ADI,2022,0.3107,0.4342,-0.265658236823446,-0.11586234982691923,12013953000.0,2748561000.0,Technology,Semiconductors,105105776640
ADI,2023,0.5453,0.5418,0.7550691985838431,0.2478120681713496,12305539000.0,3314579000.0,Technology,Semiconductors,105105776640
ADP,2014,0.6162,0.4545,,,10226400000.0,1515900000.0,Technology,Software - Application,119800504320
ADP,2015,0.5425,0.4889,-0.11960402466731579,0.07568756875687566,10938500000.0,1452500000.0,Technology,Software - Application,119800504320
ADP,2016,0.5894,0.7219,0.086451612903226,0.47658007772550626,11667800000.0,1492500000.0,Technology,Software - Application,119800504320
ADP,2017,0.5683,0.5668,-0.035799117746861175,-0.21484970217481647,24744000000.0,1787800000.0,Technology,Software - Application,119800504320
ADP,2018,0.5119,0.5996,-0.09924335738166457,0.05786873676781945,26548400000.0,1884900000.0,Technology,Software - Application,119800504320
ADP,2019,0.6327,0.3847,0.23598359054502827,-0.358405603735824,28220400000.0,2292800000.0,Technology,Software - Application,119800504320
ADP,2020,0.6229,0.5477,-0.015489173383910315,0.4237067845074083,29179600000.0,2466500000.0,Technology,Software - Application,119800504320
ADP,2021,0.5257,0.3513,-0.1560443088778296,-0.3585904692349826,30010800000.0,2598500000.0,Technology,Software - Application,119800504320
ADP,2022,0.4919,0.5934,-0.064295225413734,0.6891545687446627,32996600000.0,2948900000.0,Technology,Software - Application,119800504320
ADP,2023,0.6286,0.574,0.277902012604188,-0.032692955847657745,36024400000.0,3412000000.0,Technology,Software - Application,119800504320
AMAT,2014,0.6127,0.576,,,9072000000.0,1072000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2015,0.5582,0.4487,-0.0889505467602415,-0.22100694444444435,9659000000.0,1377000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2016,0.614,0.5346,0.09996417054819062,0.19144194339202136,10825000000.0,1721000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2017,0.5883,0.5397,-0.0418566775244299,0.009539842873176108,14698000000.0,3519000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2018,0.4616,0.5057,-0.2153663097059324,-0.06299796183064654,33410000000.0,3038000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2019,0.6486,0.4182,0.40511265164644694,-0.17302748665216539,29216000000.0,2706000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2020,0.6306,0.5735,-0.0277520814061053,0.3713534194165471,17202000000.0,3619000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2021,0.3871,0.4396,-0.38614018395179195,-0.23347863993025286,23063000000.0,5888000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2022,0.4592,0.5421,0.1862567811934901,0.23316651501364882,25785000000.0,6525000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMAT,2023,0.6618,0.5943,0.4412020905923346,0.0962921970116215,26517000000.0,6856000000.0,Technology,Semiconductor Equipment & Materials,133110726656
AMD,2014,0.6579,0.494,,,11012000000.0,-403000000.0,Technology,Semiconductors,193455177728
AMD,2015,0.6278,0.392,-0.045751633986928164,-0.20647773279352222,7982000000.0,-660000000.0,Technology,Semiconductors,193455177728
AMD,2016,0.6675,0.3507,0.06323669958585532,-0.10535714285714282,4319000000.0,-498000000.0,Technology,Semiconductors,193455177728
AMD,2017,0.4106,0.4315,-0.38486891385767785,0.23039635015682913,5253000000.0,-33000000.0,Technology,Semiconductors,193455177728
AMD,2018,0.4248,0.3224,0.03458353628835842,-0.2528389339513325,6475000000.0,337000000.0,Technology,Semiconductors,193455177728
AMD,2019,0.4637,0.3878,0.09157250470809797,0.20285359801488823,6731000000.0,341000000.0,Technology,Semiconductors,193455177728
AMD,2020,0.5712,0.4218,0.231830925167134,0.08767405879319234,9763000000.0,2490000000.0,Technology,Semiconductors,193455177728
AMD,2021,0.3494,0.3969,-0.3883053221288516,-0.05903271692745382,16434000000.0,3162000000.0,Technology,Semiconductors,193455177728
AMD,2022,0.3513,0.3987,0.005437893531768712,0.0045351473922903285,23601000000.0,1320000000.0,Technology,Semiconductors,193455177728
AMD,2023,0.5342,0.6236,0.520637631653857,0.5640832706295462,22680000000.0,854000000.0,Technology,Semiconductors,193455177728
AMGN,2014,0.4334,0.5754,,,20063000000.0,5158000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2015,0.4243,0.2825,-0.020996769727734232,-0.5090371915189433,21662000000.0,6939000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2016,0.3986,0.1876,-0.060570351166627345,-0.33592920353982303,22991000000.0,7722000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2017,0.3786,0.4051,-0.05017561465127951,1.1593816631130065,45698000000.0,1979000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2018,0.2644,0.5384,-0.30163761225567876,0.3290545544310046,47494000000.0,8394000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2019,0.4133,0.3198,0.563161875945537,-0.4060178306092125,70086000000.0,7842000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2020,0.5094,0.4437,0.23251875151221868,0.38742964352720466,76272000000.0,7264000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2021,0.3246,0.4375,-0.3627797408716136,-0.013973405454135612,51958000000.0,5893000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2022,0.3821,0.415,0.17714109673444245,-0.05142857142857149,52646000000.0,6552000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMGN,2023,0.5397,0.4442,0.4124574718660037,0.07036144578313253,28190000000.0,6717000000.0,Healthcare,Drug Manufacturers - General,141575438336
AMZN,2014,0.5094,0.4921,,,177976000000.0,-241000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2015,0.577,0.402,0.13270514330584993,-0.18309286730339358,214012000000.0,596000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2016,0.5817,0.4989,0.008145580589254742,0.241044776119403,135987000000.0,2371000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2017,0.5105,0.5733,-0.12239986247206469,0.14912808177991588,177866000000.0,3033000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2018,0.4132,0.4731,-0.1905974534769832,-0.17477760334903192,232887000000.0,10073000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2019,0.5274,0.4088,0.276379477250726,-0.13591206932995148,280522000000.0,11588000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2020,0.4604,0.5063,-0.12703830109973457,0.23850293542074352,386064000000.0,21331000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2021,0.4881,0.3958,0.06016507384882708,-0.2182500493778392,469822000000.0,33364000000.0,Consumer Cyclical,Internet Retail,2365033807872
AMZN,2022,0.4278,0.5622,-0.12354025814382297,0.42041435068216293,513983000000.0,-2722000000.0,Consumer Cyclical,Internet Retail,2365033807872
