ticker,year,IT_lag,OR,IT_lag1,IT_lag2,IT_lag3,IT_lag4,IT_lag5
MA,2020,0.3301,0.3687,0.4526,0.5118,0.5154,0.3644,0.4356
MA,2021,0.3934,0.4936,0.3301,0.4526,0.5118,0.5154,0.3644
MA,2022,0.6029,0.4494,0.3934,0.3301,0.4526,0.5118,0.5154
MA,2023,0.3813,0.5347,0.6029,0.3934,0.3301,0.4526,0.5118
META,2014,0.7665,0.2396,,,,,
META,2015,0.3699,0.2392,0.7665,,,,
META,2016,0.2968,0.4448,0.3699,0.7665,,,
META,2017,0.2067,0.5365,0.2968,0.3699,0.7665,,
META,2018,0.3844,0.3673,0.2067,0.2968,0.3699,0.7665,
META,2019,0.3436,0.3988,0.3844,0.2067,0.2968,0.3699,0.7665
META,2020,0.3182,0.3461,0.3436,0.3844,0.2067,0.2968,0.3699
META,2021,0.3316,0.3112,0.3182,0.3436,0.3844,0.2067,0.2968
META,2022,0.4502,0.5665,0.3316,0.3182,0.3436,0.3844,0.2067
META,2023,0.3604,0.2489,0.4502,0.3316,0.3182,0.3436,0.3844
MMC,2014,0.781,0.7128,,,,,
MMC,2015,0.7102,0.7067,0.781,,,,
MMC,2016,0.786,0.6806,0.7102,0.781,,,
MMC,2017,0.7884,0.6294,0.786,0.7102,0.781,,
MMC,2018,0.6343,0.5464,0.7884,0.786,0.7102,0.781,
MMC,2019,0.5831,0.699,0.6343,0.7884,0.786,0.7102,0.781
MMC,2020,0.3659,0.6477,0.5831,0.6343,0.7884,0.786,0.7102
MMC,2021,0.7477,0.6199,0.3659,0.5831,0.6343,0.7884,0.786
MMC,2022,0.5614,0.4385,0.7477,0.3659,0.5831,0.6343,0.7884
MMC,2023,0.5709,0.4529,0.5614,0.7477,0.3659,0.5831,0.6343
MRK,2014,0.59,0.5228,,,,,
MRK,2015,0.3748,0.4936,0.59,,,,
MRK,2016,0.4775,0.4525,0.3748,0.59,,,
MRK,2017,0.5232,0.5036,0.4775,0.3748,0.59,,
MRK,2018,0.4413,0.6867,0.5232,0.4775,0.3748,0.59,
MRK,2019,0.3351,0.3021,0.4413,0.5232,0.4775,0.3748,0.59
MRK,2020,0.4997,0.3612,0.3351,0.4413,0.5232,0.4775,0.3748
MRK,2021,0.6328,0.5017,0.4997,0.3351,0.4413,0.5232,0.4775
MRK,2022,0.4374,0.2597,0.6328,0.4997,0.3351,0.4413,0.5232
MRK,2023,0.2684,0.3533,0.4374,0.6328,0.4997,0.3351,0.4413
MSFT,2014,0.5269,0.3795,,,,,
MSFT,2015,0.6583,0.5957,0.5269,,,,
MSFT,2016,0.5418,0.4064,0.6583,0.5269,,,
MSFT,2017,0.5337,0.545,0.5418,0.6583,0.5269,,
MSFT,2018,0.6216,0.378,0.5337,0.5418,0.6583,0.5269,
MSFT,2019,0.4806,0.5928,0.6216,0.5337,0.5418,0.6583,0.5269
MSFT,2020,0.5503,0.4225,0.4806,0.6216,0.5337,0.5418,0.6583
MSFT,2021,0.4708,0.3916,0.5503,0.4806,0.6216,0.5337,0.5418
MSFT,2022,0.5335,0.6133,0.4708,0.5503,0.4806,0.6216,0.5337
MSFT,2023,0.4792,0.4974,0.5335,0.4708,0.5503,0.4806,0.6216
MU,2014,0.481,0.7295,,,,,
MU,2015,0.3295,0.7065,0.481,,,,
MU,2016,0.7884,0.6248,0.3295,0.481,,,
MU,2017,0.796,0.6789,0.7884,0.3295,0.481,,
MU,2018,0.7642,0.1845,0.796,0.7884,0.3295,0.481,
MU,2019,0.7735,0.5441,0.7642,0.796,0.7884,0.3295,0.481
MU,2020,0.7599,0.4157,0.7735,0.7642,0.796,0.7884,0.3295
MU,2021,0.3056,0.2753,0.7599,0.7735,0.7642,0.796,0.7884
MU,2022,0.2762,0.1165,0.3056,0.7599,0.7735,0.7642,0.796
MU,2023,0.2972,0.3034,0.2762,0.3056,0.7599,0.7735,0.7642
NEE,2014,0.1638,0.5024,,,,,
NEE,2015,0.5035,0.4427,0.1638,,,,
NEE,2016,0.7469,0.4124,0.5035,0.1638,,,
NEE,2017,0.6398,0.5962,0.7469,0.5035,0.1638,,
NEE,2018,0.7976,0.5975,0.6398,0.7469,0.5035,0.1638,
NEE,2019,0.6745,0.7378,0.7976,0.6398,0.7469,0.5035,0.1638
NEE,2020,0.4536,0.399,0.6745,0.7976,0.6398,0.7469,0.5035
NEE,2021,0.608,0.4939,0.4536,0.6745,0.7976,0.6398,0.7469
NEE,2022,0.7784,0.4784,0.608,0.4536,0.6745,0.7976,0.6398
NEE,2023,0.6089,0.592,0.7784,0.608,0.4536,0.6745,0.7976
NFLX,2014,0.5796,0.1587,,,,,
NFLX,2015,0.3933,0.2249,0.5796,,,,
NFLX,2016,0.3639,0.1909,0.3933,0.5796,,,
NFLX,2017,0.3545,0.3189,0.3639,0.3933,0.5796,,
NFLX,2018,0.383,0.3697,0.3545,0.3639,0.3933,0.5796,
NFLX,2019,0.3206,0.183,0.383,0.3545,0.3639,0.3933,0.5796
NFLX,2020,0.2984,0.3583,0.3206,0.383,0.3545,0.3639,0.3933
NFLX,2021,0.5624,0.297,0.2984,0.3206,0.383,0.3545,0.3639
NFLX,2022,0.3889,0.2979,0.5624,0.2984,0.3206,0.383,0.3545
NFLX,2023,0.3904,0.8407,0.3889,0.5624,0.2984,0.3206,0.383
NKE,2014,0.3865,0.6082,,,,,
NKE,2015,0.3909,0.5888,0.3865,,,,
NKE,2016,0.4162,0.3625,0.3909,0.3865,,,
NKE,2017,0.4502,0.4931,0.4162,0.3909,0.3865,,
NKE,2018,0.3969,0.5144,0.4502,0.4162,0.3909,0.3865,
NKE,2019,0.6056,0.5993,0.3969,0.4502,0.4162,0.3909,0.3865
NKE,2020,0.513,0.5724,0.6056,0.3969,0.4502,0.4162,0.3909
NKE,2021,0.5085,0.4617,0.513,0.6056,0.3969,0.4502,0.4162
NKE,2022,0.3314,0.5803,0.5085,0.513,0.6056,0.3969,0.4502
NKE,2023,0.3331,0.4102,0.3314,0.5085,0.513,0.6056,0.3969
NOW,2014,0.5115,0.474,,,,,
NOW,2015,0.5057,0.3616,0.5115,,,,
NOW,2016,0.4452,0.5671,0.5057,0.5115,,,
NOW,2017,0.5722,0.2859,0.4452,0.5057,0.5115,,
NOW,2018,0.7082,0.6519,0.5722,0.4452,0.5057,0.5115,
NOW,2019,0.6371,0.4524,0.7082,0.5722,0.4452,0.5057,0.5115
NOW,2020,0.5202,0.4748,0.6371,0.7082,0.5722,0.4452,0.5057
NOW,2021,0.4933,0.3631,0.5202,0.6371,0.7082,0.5722,0.4452
NOW,2022,0.5247,0.3822,0.4933,0.5202,0.6371,0.7082,0.5722
NOW,2023,0.4271,0.3746,0.5247,0.4933,0.5202,0.6371,0.7082
NVDA,2014,0.1693,0.5242,,,,,
NVDA,2015,0.1802,0.2835,0.1693,,,,
NVDA,2016,0.1683,0.2876,0.1802,0.1693,,,
NVDA,2017,0.3171,0.4367,0.1683,0.1802,0.1693,,
NVDA,2018,0.1431,0.4249,0.3171,0.1683,0.1802,0.1693,
NVDA,2019,0.3294,0.3163,0.1431,0.3171,0.1683,0.1802,0.1693
NVDA,2020,0.4734,0.3355,0.3294,0.1431,0.3171,0.1683,0.1802
NVDA,2021,0.2859,0.317,0.4734,0.3294,0.1431,0.3171,0.1683
NVDA,2022,0.2596,0.2967,0.2859,0.4734,0.3294,0.1431,0.3171
NVDA,2023,0.5182,0.315,0.2596,0.2859,0.4734,0.3294,0.1431
ORCL,2014,0.4314,0.2859,,,,,
ORCL,2015,0.5411,0.3348,0.4314,,,,
ORCL,2016,0.5147,0.6278,0.5411,0.4314,,,
ORCL,2017,0.5568,0.3118,0.5147,0.5411,0.4314,,
ORCL,2018,0.5602,0.3046,0.5568,0.5147,0.5411,0.4314,
ORCL,2019,0.5526,0.3536,0.5602,0.5568,0.5147,0.5411,0.4314
ORCL,2020,0.5989,0.5843,0.5526,0.5602,0.5568,0.5147,0.5411
ORCL,2021,0.5397,0.3552,0.5989,0.5526,0.5602,0.5568,0.5147
ORCL,2022,0.6062,0.3132,0.5397,0.5989,0.5526,0.5602,0.5568
ORCL,2023,0.5783,0.3142,0.6062,0.5397,0.5989,0.5526,0.5602
PANW,2014,0.4959,0.4914,,,,,
PANW,2015,0.4814,0.3249,0.4959,,,,
PANW,2016,0.4944,0.3716,0.4814,0.4959,,,
PANW,2017,0.457,0.3842,0.4944,0.4814,0.4959,,
PANW,2018,0.3138,0.347,0.457,0.4944,0.4814,0.4959,
PANW,2019,0.4909,0.3038,0.3138,0.457,0.4944,0.4814,0.4959
PANW,2020,0.5308,0.3429,0.4909,0.3138,0.457,0.4944,0.4814
PANW,2021,0.5239,0.3128,0.5308,0.4909,0.3138,0.457,0.4944
PANW,2022,0.4259,0.3845,0.5239,0.5308,0.4909,0.3138,0.457
PANW,2023,0.4462,0.2369,0.4259,0.5239,0.5308,0.4909,0.3138
PEP,2014,0.3134,0.7299,,,,,
PEP,2015,0.5844,0.6735,0.3134,,,,
PEP,2016,0.4045,0.5902,0.5844,0.3134,,,
PEP,2017,0.593,0.4383,0.4045,0.5844,0.3134,,
PEP,2018,0.3934,0.4408,0.593,0.4045,0.5844,0.3134,
PEP,2019,0.6305,0.6188,0.3934,0.593,0.4045,0.5844,0.3134
PEP,2020,0.409,0.6469,0.6305,0.3934,0.593,0.4045,0.5844
PEP,2021,0.3194,0.5659,0.409,0.6305,0.3934,0.593,0.4045
PEP,2022,0.38,0.4773,0.3194,0.409,0.6305,0.3934,0.593
PEP,2023,0.3338,0.5501,0.38,0.3194,0.409,0.6305,0.3934
PG,2014,0.5414,0.333,,,,,
PG,2015,0.3669,0.5778,0.5414,,,,
PG,2016,0.4086,0.5325,0.3669,0.5414,,,
PG,2017,0.3463,0.518,0.4086,0.3669,0.5414,,
PG,2018,0.4248,0.5685,0.3463,0.4086,0.3669,0.5414,
PG,2019,0.5271,0.5518,0.4248,0.3463,0.4086,0.3669,0.5414
PG,2020,0.6961,0.7549,0.5271,0.4248,0.3463,0.4086,0.3669
PG,2021,0.5967,0.7104,0.6961,0.5271,0.4248,0.3463,0.4086
PG,2022,0.716,0.6836,0.5967,0.6961,0.5271,0.4248,0.3463
PG,2023,0.5713,0.5021,0.716,0.5967,0.6961,0.5271,0.4248
PLD,2014,0.7932,0.3434,,,,,
PLD,2015,0.352,0.3161,0.7932,,,,
PLD,2016,0.3377,0.3325,0.352,0.7932,,,
PLD,2017,0.4394,0.2849,0.3377,0.352,0.7932,,
PLD,2018,0.3796,0.4701,0.4394,0.3377,0.352,0.7932,
PLD,2019,0.3389,0.3081,0.3796,0.4394,0.3377,0.352,0.7932
PLD,2020,0.328,0.4053,0.3389,0.3796,0.4394,0.3377,0.352
PLD,2021,0.4769,0.482,0.328,0.3389,0.3796,0.4394,0.3377
PLD,2022,0.4726,0.5331,0.4769,0.328,0.3389,0.3796,0.4394
PLD,2023,0.3002,0.5496,0.4726,0.4769,0.328,0.3389,0.3796
PM,2014,0.2749,0.2736,,,,,
PM,2015,0.8005,0.29,0.2749,,,,
PM,2016,0.1935,0.259,0.8005,0.2749,,,
PM,2017,0.6248,0.1984,0.1935,0.8005,0.2749,,
PM,2018,0.6028,0.1785,0.6248,0.1935,0.8005,0.2749,
PM,2019,0.1274,0.3512,0.6028,0.6248,0.1935,0.8005,0.2749
PM,2020,0.2199,0.2439,0.1274,0.6028,0.6248,0.1935,0.8005
PM,2021,0.201,0.1206,0.2199,0.1274,0.6028,0.6248,0.1935
PM,2022,0.1841,0.2704,0.201,0.2199,0.1274,0.6028,0.6248
PM,2023,0.1723,0.1106,0.1841,0.201,0.2199,0.1274,0.6028
QCOM,2014,0.282,0.2799,,,,,
QCOM,2015,0.3354,0.2702,0.282,,,,
QCOM,2016,0.4317,0.239,0.3354,0.282,,,
QCOM,2017,0.2879,0.1909,0.4317,0.3354,0.282,,
QCOM,2018,0.2724,0.2041,0.2879,0.4317,0.3354,0.282,
QCOM,2019,0.2818,0.2013,0.2724,0.2879,0.4317,0.3354,0.282
QCOM,2020,0.2503,0.2181,0.2818,0.2724,0.2879,0.4317,0.3354
QCOM,2021,0.2519,0.3315,0.2503,0.2818,0.2724,0.2879,0.4317
QCOM,2022,0.4435,0.309,0.2519,0.2503,0.2818,0.2724,0.2879
QCOM,2023,0.274,0.2402,0.4435,0.2519,0.2503,0.2818,0.2724
SBUX,2014,0.8572,0.3047,,,,,
SBUX,2015,0.4664,0.2993,0.8572,,,,
SBUX,2016,0.2847,0.2885,0.4664,0.8572,,,
SBUX,2017,0.4357,0.2923,0.2847,0.4664,0.8572,,
SBUX,2018,0.1216,0.5888,0.4357,0.2847,0.4664,0.8572,
SBUX,2019,0.5945,0.4785,0.1216,0.4357,0.2847,0.4664,0.8572
SBUX,2020,0.31,0.4336,0.5945,0.1216,0.4357,0.2847,0.4664
SBUX,2021,0.3198,0.4098,0.31,0.5945,0.1216,0.4357,0.2847
SBUX,2022,0.3279,0.4353,0.3198,0.31,0.5945,0.1216,0.4357
SBUX,2023,0.3275,0.3535,0.3279,0.3198,0.31,0.5945,0.1216
SCHW,2014,0.6508,0.6674,,,,,
SCHW,2015,0.6124,0.5931,0.6508,,,,
SCHW,2016,0.4555,0.5868,0.6124,0.6508,,,
SCHW,2017,0.5275,0.4804,0.4555,0.6124,0.6508,,
SCHW,2018,0.6152,0.6637,0.5275,0.4555,0.6124,0.6508,
SCHW,2019,0.537,0.5107,0.6152,0.5275,0.4555,0.6124,0.6508
SCHW,2020,0.4703,0.7026,0.537,0.6152,0.5275,0.4555,0.6124
SCHW,2021,0.6064,0.466,0.4703,0.537,0.6152,0.5275,0.4555
SCHW,2022,0.7023,0.4964,0.6064,0.4703,0.537,0.6152,0.5275
SCHW,2023,0.4495,0.3752,0.7023,0.6064,0.4703,0.537,0.6152
SPGI,2014,0.567,0.357,,,,,
SPGI,2015,0.3454,0.3463,0.567,,,,
SPGI,2016,0.4742,0.3456,0.3454,0.567,,,
SPGI,2017,0.5478,0.4678,0.4742,0.3454,0.567,,
SPGI,2018,0.5909,0.5903,0.5478,0.4742,0.3454,0.567,
SPGI,2019,0.5919,0.4953,0.5909,0.5478,0.4742,0.3454,0.567
SPGI,2020,0.4891,0.4484,0.5919,0.5909,0.5478,0.4742,0.3454
SPGI,2021,0.4459,0.3807,0.4891,0.5919,0.5909,0.5478,0.4742
SPGI,2022,0.5063,0.5385,0.4459,0.4891,0.5919,0.5909,0.5478
SPGI,2023,0.4206,0.5345,0.5063,0.4459,0.4891,0.5919,0.5909
SYK,2014,0.4063,0.3037,,,,,
SYK,2015,0.507,0.3443,0.4063,,,,
SYK,2016,0.4933,0.4505,0.507,0.4063,,,
SYK,2017,0.6715,0.4015,0.4933,0.507,0.4063,,
SYK,2018,0.4389,0.2898,0.6715,0.4933,0.507,0.4063,
SYK,2019,0.4194,0.2652,0.4389,0.6715,0.4933,0.507,0.4063
SYK,2020,0.5466,0.4015,0.4194,0.4389,0.6715,0.4933,0.507
SYK,2021,0.5522,0.3811,0.5466,0.4194,0.4389,0.6715,0.4933
SYK,2022,0.3508,0.4184,0.5522,0.5466,0.4194,0.4389,0.6715
SYK,2023,0.3882,0.3693,0.3508,0.5522,0.5466,0.4194,0.4389
TJX,2014,0.6535,0.3777,,,,,
TJX,2015,0.6397,0.4551,0.6535,,,,
TJX,2016,0.3036,0.2965,0.6397,0.6535,,,
TJX,2017,0.6511,0.6737,0.3036,0.6397,0.6535,,
TJX,2018,0.5097,0.4957,0.6511,0.3036,0.6397,0.6535,
TJX,2019,0.5434,0.4357,0.5097,0.6511,0.3036,0.6397,0.6535
TJX,2020,0.3182,0.4219,0.5434,0.5097,0.6511,0.3036,0.6397
TJX,2021,0.6047,0.3872,0.3182,0.5434,0.5097,0.6511,0.3036
TJX,2022,0.3162,0.3088,0.6047,0.3182,0.5434,0.5097,0.6511
TJX,2023,0.3363,0.3069,0.3162,0.6047,0.3182,0.5434,0.5097
TMO,2014,0.7082,0.5227,,,,,
TMO,2015,0.4402,0.4002,0.7082,,,,
TMO,2016,0.5748,0.4181,0.4402,0.7082,,,
TMO,2017,0.5961,0.3076,0.5748,0.4402,0.7082,,
TMO,2018,0.3866,0.585,0.5961,0.5748,0.4402,0.7082,
TMO,2019,0.3602,0.468,0.3866,0.5961,0.5748,0.4402,0.7082
TMO,2020,0.5656,0.3557,0.3602,0.3866,0.5961,0.5748,0.4402
TMO,2021,0.2995,0.2721,0.5656,0.3602,0.3866,0.5961,0.5748
TMO,2022,0.3769,0.2494,0.2995,0.5656,0.3602,0.3866,0.5961
TMO,2023,0.3417,0.3157,0.3769,0.2995,0.5656,0.3602,0.3866
TMUS,2014,0.5155,0.3063,,,,,
TMUS,2015,0.2957,0.3973,0.5155,,,,
TMUS,2016,0.3354,0.3221,0.2957,0.5155,,,
TMUS,2017,0.3026,0.4807,0.3354,0.2957,0.5155,,
TMUS,2018,0.4993,0.3352,0.3026,0.3354,0.2957,0.5155,
TMUS,2019,0.3795,0.373,0.4993,0.3026,0.3354,0.2957,0.5155
TMUS,2020,0.3338,0.266,0.3795,0.4993,0.3026,0.3354,0.2957
TMUS,2021,0.4206,0.2405,0.3338,0.3795,0.4993,0.3026,0.3354
TMUS,2022,0.3418,0.2787,0.4206,0.3338,0.3795,0.4993,0.3026
TMUS,2023,0.3103,0.6597,0.3418,0.4206,0.3338,0.3795,0.4993
TSLA,2014,0.5287,0.1903,,,,,
TSLA,2015,0.1724,0.2213,0.5287,,,,
TSLA,2016,0.1996,0.1669,0.1724,0.5287,,,
TSLA,2017,0.1729,0.1689,0.1996,0.1724,0.5287,,
TSLA,2018,0.2049,0.1661,0.1729,0.1996,0.1724,0.5287,
TSLA,2019,0.205,0.1725,0.2049,0.1729,0.1996,0.1724,0.5287
TSLA,2020,0.2321,0.3513,0.205,0.2049,0.1729,0.1996,0.1724
TSLA,2021,0.2371,0.1592,0.2321,0.205,0.2049,0.1729,0.1996
TSLA,2022,0.2246,0.2855,0.2371,0.2321,0.205,0.2049,0.1729
TSLA,2023,0.2668,0.2458,0.2246,0.2371,0.2321,0.205,0.2049
TXN,2014,0.3188,0.4066,,,,,
TXN,2015,0.3288,0.2085,0.3188,,,,
TXN,2016,0.4582,0.4124,0.3288,0.3188,,,
TXN,2017,0.3426,0.2705,0.4582,0.3288,0.3188,,
TXN,2018,0.3267,0.2962,0.3426,0.4582,0.3288,0.3188,
TXN,2019,0.306,0.3024,0.3267,0.3426,0.4582,0.3288,0.3188
TXN,2020,0.3746,0.3528,0.306,0.3267,0.3426,0.4582,0.3288
TXN,2021,0.35,0.2954,0.3746,0.306,0.3267,0.3426,0.4582
TXN,2022,0.3861,0.3024,0.35,0.3746,0.306,0.3267,0.3426
TXN,2023,0.4858,0.2576,0.3861,0.35,0.3746,0.306,0.3267
UNH,2014,0.2577,0.2987,,,,,
UNH,2015,0.2949,0.3411,0.2577,,,,
UNH,2016,0.346,0.5124,0.2949,0.2577,,,
UNH,2017,0.5743,0.3675,0.346,0.2949,0.2577,,
UNH,2018,0.5595,0.2881,0.5743,0.346,0.2949,0.2577,
UNH,2019,0.527,0.5013,0.5595,0.5743,0.346,0.2949,0.2577
UNH,2020,0.3332,0.3051,0.527,0.5595,0.5743,0.346,0.2949
UNH,2021,0.6659,0.6648,0.3332,0.527,0.5595,0.5743,0.346
UNH,2022,0.3311,0.5099,0.6659,0.3332,0.527,0.5595,0.5743
UNH,2023,0.3279,0.2523,0.3311,0.6659,0.3332,0.527,0.5595
UNP,2014,0.5745,0.3925,,,,,
UNP,2015,0.5011,0.3326,0.5745,,,,
UNP,2016,0.219,0.3307,0.5011,0.5745,,,
UNP,2017,0.5163,0.3491,0.219,0.5011,0.5745,,
UNP,2018,0.2155,0.5759,0.5163,0.219,0.5011,0.5745,
UNP,2019,0.2375,0.3698,0.2155,0.5163,0.219,0.5011,0.5745
UNP,2020,0.262,0.551,0.2375,0.2155,0.5163,0.219,0.5011
UNP,2021,0.262,0.3807,0.262,0.2375,0.2155,0.5163,0.219
UNP,2022,0.2469,0.258,0.262,0.262,0.2375,0.2155,0.5163
UNP,2023,0.2326,0.4639,0.2469,0.262,0.262,0.2375,0.2155
UPS,2014,0.3727,0.4544,,,,,
UPS,2015,0.6241,0.3114,0.3727,,,,
UPS,2016,0.3312,0.6525,0.6241,0.3727,,,
UPS,2017,0.5336,0.5972,0.3312,0.6241,0.3727,,
UPS,2018,0.4563,0.314,0.5336,0.3312,0.6241,0.3727,
UPS,2019,0.2866,0.72,0.4563,0.5336,0.3312,0.6241,0.3727
UPS,2020,0.3476,0.5082,0.2866,0.4563,0.5336,0.3312,0.6241
UPS,2021,0.5197,0.4307,0.3476,0.2866,0.4563,0.5336,0.3312
UPS,2022,0.387,0.3828,0.5197,0.3476,0.2866,0.4563,0.5336
UPS,2023,0.3394,0.3507,0.387,0.5197,0.3476,0.2866,0.4563
V,2014,0.4826,0.3904,,,,,
V,2015,0.5592,0.3155,0.4826,,,,
V,2016,0.4213,0.3326,0.5592,0.4826,,,
V,2017,0.4031,0.4476,0.4213,0.5592,0.4826,,
V,2018,0.368,0.3225,0.4031,0.4213,0.5592,0.4826,
V,2019,0.3821,0.2829,0.368,0.4031,0.4213,0.5592,0.4826
V,2020,0.481,0.4405,0.3821,0.368,0.4031,0.4213,0.5592
V,2021,0.4778,0.3221,0.481,0.3821,0.368,0.4031,0.4213
V,2022,0.626,0.3402,0.4778,0.481,0.3821,0.368,0.4031
V,2023,0.6383,0.3645,0.626,0.4778,0.481,0.3821,0.368
VRTX,2014,0.2,0.2234,,,,,
VRTX,2015,0.2018,0.2077,0.2,,,,
VRTX,2016,0.4942,0.3055,0.2018,0.2,,,
VRTX,2017,0.3281,0.4284,0.4942,0.2018,0.2,,
VRTX,2018,0.4296,0.1646,0.3281,0.4942,0.2018,0.2,
VRTX,2019,0.2275,0.1421,0.4296,0.3281,0.4942,0.2018,0.2
VRTX,2020,0.2643,0.244,0.2275,0.4296,0.3281,0.4942,0.2018
VRTX,2021,0.1835,0.2131,0.2643,0.2275,0.4296,0.3281,0.4942
VRTX,2022,0.1836,0.1301,0.1835,0.2643,0.2275,0.4296,0.3281
VRTX,2023,0.2441,0.1904,0.1836,0.1835,0.2643,0.2275,0.4296
