ticker,year,IT_similarity,OR_similarity,IT_growth,OR_growth,Revenues,Net Income,Sector,Industry,Marketcap
AAPL,2014,0.6251,0.4384,,,182795000000.0,39510000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2015,0.6468,0.4738,0.034714445688689866,0.08074817518248167,233715000000.0,53394000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2016,0.5443,0.5427,-0.1584724799010514,0.14542000844238068,215639000000.0,45687000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2017,0.6172,0.4971,0.13393349255925036,-0.08402432283029293,458468000000.0,48351000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2018,0.5039,0.5137,-0.18357096565132847,0.03339368336350845,531190000000.0,59531000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2019,0.5922,0.5332,0.17523318118674336,0.03795989877360317,260174000000.0,55256000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2020,0.5884,0.507,-0.00641675109760198,-0.04913728432108022,274515000000.0,57411000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2021,0.5227,0.4838,-0.11165873555404482,-0.04575936883629195,365817000000.0,94680000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2022,0.5942,0.4663,0.13678974555194157,-0.0361719718892104,394328000000.0,99803000000.0,Technology,Consumer Electronics,3846819807232
AAPL,2023,0.6121,0.5987,0.030124537192864453,0.2839373793695046,383285000000.0,96995000000.0,Technology,Consumer Electronics,3846819807232
ABBV,2014,0.3666,0.3784,,,19960000000.0,1774000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2015,0.3389,0.3607,-0.07555919258046917,-0.04677589852008457,22859000000.0,5144000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2016,0.2926,0.2393,-0.13661847152552364,-0.33656778486276684,51276000000.0,5953000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2017,0.3188,0.5154,0.08954203691045781,1.1537818637693271,56432000000.0,5309000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2018,0.3051,0.1946,-0.04297365119196983,-0.622429181218471,65506000000.0,11374000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2019,0.3625,0.3862,0.1881350376925599,0.9845837615621789,66532000000.0,15764000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2020,0.3594,0.2928,-0.008551724137931038,-0.24184360435007768,91608000000.0,9238000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2021,0.3176,0.3373,-0.1163049526989427,0.15198087431693974,112394000000.0,23091000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2022,0.3419,0.4082,0.07651133501259433,0.21019863622887636,116108000000.0,23681000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABBV,2023,0.418,0.235,0.22257970166715424,-0.42430181283684476,108636000000.0,9736000000.0,Healthcare,Drug Manufacturers - General,310274424832
ABT,2014,0.5299,0.3564,,,20247000000.0,2284000000.0,Healthcare,Medical Devices,198127370240
ABT,2015,0.346,0.3403,-0.3470466125684092,-0.045173961840628496,20405000000.0,8846000000.0,Healthcare,Medical Devices,198127370240
ABT,2016,0.3625,0.3427,0.04768786127167646,0.007052600646488383,20853000000.0,2800000000.0,Healthcare,Medical Devices,198127370240
ABT,2017,0.4002,0.4295,0.10400000000000009,0.2532827545958565,27390000000.0,954000000.0,Healthcare,Medical Devices,198127370240
ABT,2018,0.5818,0.4747,0.4537731134432783,0.10523864959254947,30578000000.0,4736000000.0,Healthcare,Medical Devices,198127370240
ABT,2019,0.4673,0.5474,-0.19680302509453418,0.15314935748894043,31904000000.0,7374000000.0,Healthcare,Medical Devices,198127370240
ABT,2020,0.4019,0.3935,-0.1399529210357372,-0.2811472415052977,34608000000.0,8990000000.0,Healthcare,Medical Devices,198127370240
ABT,2021,0.4794,0.3772,0.19283403831798962,-0.04142312579415508,43075000000.0,14142000000.0,Healthcare,Medical Devices,198127370240
ABT,2022,0.3817,0.4226,-0.20379641218189404,0.12036055143160129,43653000000.0,6933000000.0,Healthcare,Medical Devices,198127370240
