ticker,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
KKR,0.6734,0.5401,0.5321,0.5138,0.3515,0.7225,0.4978,0.4135,0.4613,0.5566
TJX,0.6565,0.6297,0.5117,0.6034,0.5066,0.5359,0.6397,0.4029,0.4512,0.569
NOW,0.6198,0.5138,0.5794,0.6066,0.5245,0.6593,0.5562,0.4735,0.5037,0.5683
UNH,0.5568,0.5226,0.5102,0.4977,0.4116,0.5688,0.6063,0.3937,0.455,0.4914
FI,0.6125,0.5668,0.5818,0.5944,0.6197,0.6089,0.6357,0.4372,0.5222,0.4956
V,0.5185,0.5394,0.5521,0.4554,0.4454,0.419,0.3871,0.4727,0.4505,0.3802
SBUX,0.4758,0.574,0.4982,0.4865,0.4169,0.4553,0.4879,0.3445,0.3934,0.4399
AMD,0.6579,0.6278,0.6675,0.4106,0.4248,0.4637,0.5712,0.3494,0.3513,0.5342
ISRG,0.6688,0.6668,0.6006,0.5931,0.3439,0.5894,0.632,0.4711,0.4722,0.503
GOOGL,0.5707,0.5008,0.5521,0.5137,0.347,0.4951,0.5876,0.4629,0.5493,0.4097
HD,0.4851,0.544,0.5215,0.5102,0.4665,0.5876,0.6356,0.4387,0.4317,0.6114
VRTX,0.3743,0.5029,0.358,0.4661,0.3708,0.4261,0.3915,0.3751,0.3625,0.5064
SCHW,0.5463,0.6079,0.6086,0.5493,0.4623,0.4644,0.4607,0.4054,0.4106,0.5062
BX,0.5228,0.4847,0.4625,0.5684,0.4492,0.3983,0.4965,0.4679,0.3631,0.4894
UNP,0.4841,0.4279,0.4323,0.4668,0.3169,0.4388,0.5745,0.2733,0.2902,0.4236
NEE,0.5326,0.5217,0.452,0.5188,0.1988,0.5963,0.5873,0.2774,0.3496,0.5169
GILD,0.5146,0.4182,0.3728,0.4117,0.3042,0.4515,0.397,0.3398,0.2376,0.505
ANET,0.6157,0.5768,0.6,0.5806,0.5651,0.6775,0.5371,0.3516,0.3636,0.4308
