ticker,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PLD,0.4215,0.4365,0.4246,0.3742,0.4117,0.3422,0.3745,0.381,0.3777,0.3756
ADI,0.4198,0.4183,0.4548,0.5068,0.4385,0.4024,0.4415,0.4366,0.2908,0.3941
AAPL,0.5428,0.476,0.4424,0.4972,0.4393,0.4483,0.4198,0.438,0.4737,0.5103
PANW,0.498,0.5351,0.5825,0.5379,0.5527,0.5187,0.4905,0.5322,0.4594,0.494
LOW,0.5265,0.3858,0.4636,0.4611,0.4423,0.4328,0.3468,0.5063,0.4224,0.4844
CB,0.3393,0.4308,0.4093,0.4049,0.3591,0.2871,0.3935,0.4148,0.3241,0.3031
LMT,0.3957,0.5242,0.4859,0.441,0.3998,0.3881,0.395,0.3595,0.4375,0.4442
ABT,0.2976,0.3124,0.3512,0.4125,0.4439,0.3125,0.3474,0.4012,0.3967,0.3395
BAC,0.3876,0.3247,0.3814,0.3283,0.3942,0.474,0.5674,0.5086,0.5545,0.3304
BRK-B,0.4721,0.3988,0.4044,0.3805,0.3819,0.3913,0.3826,0.3848,0.4156,0.4199
NFLX,0.4096,0.3892,0.3819,0.3966,0.4108,0.4777,0.3789,0.4108,0.4162,0.4395
PM,0.3411,0.49,0.382,0.3693,0.3745,0.47,0.421,0.4475,0.4157,0.3511
MSFT,0.502,0.5726,0.5159,0.5455,0.5094,0.4863,0.5644,0.5149,0.512,0.559
CMCSA,0.4445,0.5134,0.4315,0.4562,0.5083,0.4711,0.4411,0.395,0.4821,0.347
GS,0.3633,0.4118,0.3755,0.3288,0.3476,0.3843,0.3409,0.4172,0.3796,0.4417
AMZN,0.4401,0.4188,0.4146,0.4661,0.454,0.3721,0.4298,0.3628,0.3914,0.427
AMAT,0.3953,0.4736,0.4445,0.5328,0.5055,0.3595,0.3324,0.4447,0.3999,0.4982
BMY,0.4066,0.4457,0.3644,0.3786,0.5006,0.3282,0.3018,0.4466,0.343,0.3757
KKR,0.4947,0.4341,0.4621,0.5141,0.4395,0.4714,0.4618,0.5372,0.2809,0.4339
TJX,0.4168,0.4382,0.5081,0.5131,0.397,0.4263,0.3835,0.434,0.4448,0.3686
NOW,0.5633,0.5663,0.5205,0.5679,0.4637,0.5556,0.4623,0.4309,0.56,0.531
UNH,0.3168,0.3018,0.3411,0.4241,0.4368,0.4164,0.4115,0.4363,0.4711,0.4864
FI,0.5826,0.5789,0.5813,0.5798,0.5663,0.5407,0.5419,0.4843,0.5097,0.5
V,0.4291,0.4621,0.48,0.5044,0.4667,0.455,0.4498,0.3924,0.4361,0.5085
SBUX,0.3397,0.3496,0.4758,0.5164,0.5577,0.3714,0.3133,0.3522,0.4067,0.3757
AMD,0.4117,0.3283,0.4203,0.3223,0.4396,0.4366,0.298,0.3973,0.3837,0.492
ISRG,0.3931,0.3722,0.3942,0.4766,0.4521,0.4491,0.4463,0.4395,0.4845,0.388
GOOGL,0.5769,0.5773,0.4324,0.5914,0.4545,0.4575,0.4212,0.5366,0.4955,0.4134
HD,0.5301,0.5319,0.4867,0.3614,0.3991,0.4297,0.4431,0.3759,0.4941,0.4363
VRTX,0.3905,0.454,0.3877,0.3585,0.4646,0.3641,0.4768,0.4357,0.4227,0.4778
SCHW,0.5223,0.4226,0.4097,0.4143,0.3813,0.5013,0.3814,0.4764,0.4233,0.4214
BX,0.3776,0.4973,0.4121,0.3773,0.5183,0.422,0.4484,0.5075,0.5277,0.4229
UNP,0.2697,0.3291,0.3271,0.3402,0.2435,0.2646,0.3616,0.3717,0.3348,0.3687
NEE,0.2457,0.2763,0.3021,0.3439,0.2297,0.3463,0.3466,0.3366,0.2549,0.2637
GILD,0.3507,0.3775,0.3176,0.3362,0.2964,0.3858,0.2437,0.3578,0.3003,0.3329
ANET,0.4933,0.4406,0.4706,0.512,0.5513,0.3969,0.3939,0.4485,0.3854,0.4128
